Time,ModBitCount,CipherBitCount
411940,174,17
395760,180,39
385660,169,26
409880,170,17
371460,165,9
407180,163,26
366020,179,26
388300,172,9
415840,179,17
354560,172,9
372860,178,17
349780,190,9
359420,165,17
375800,186,9
418920,187,26
385840,178,17
357980,172,26
379060,178,9
376240,180,9
371380,173,34
395040,178,17
392540,168,17
412180,154,17
357340,162,9
396080,178,17
410140,175,34
391000,184,17
356500,157,9
401420,173,17
372680,175,9
432940,166,17
379580,173,9
405620,172,26
371400,164,17
372920,188,17
364380,191,17
350920,187,9
369680,179,9
387300,181,17
396400,167,17
368760,187,17
386540,160,17
393260,180,9
365120,174,9
355520,178,9
359360,180,34
399180,186,26
392940,174,9
394980,173,26
382840,160,26
401240,176,17
385560,175,17
348300,174,17
394040,184,17
382220,178,34
397380,182,17
399380,169,9
387220,193,26
393760,180,9
384240,169,17
375960,179,9
361900,185,17
380800,186,26
387960,170,17
435780,171,26
395440,175,9
425560,174,17
393420,170,17
386220,186,17
372380,183,17
365020,167,17
443660,175,26
376080,167,17
426560,172,26
399280,178,17
398700,176,17
383760,174,9
354760,176,9
403080,182,9
399360,172,17
409200,185,34
402300,168,17
356960,165,17
394800,169,17
363940,159,17
402180,173,9
370180,178,17
400160,181,34
435840,184,26
377520,189,17
410080,179,9
382260,189,17
435040,179,9
409660,182,9
424460,174,17
404780,187,26
423180,170,9
390640,178,17
408080,178,17
385640,172,34
391200,182,39
364800,164,9
480580,184,17
397680,181,34
401040,172,9
380700,160,17
391600,192,39
385160,188,17
420040,178,26
416040,167,39
378140,181,26
403660,184,17
418220,163,9
381220,164,17
387980,181,17
433060,174,17
480880,198,17
430200,199,17
464840,170,26
449860,195,26
446060,195,17
424860,174,17
434020,180,26
445240,174,17
440920,190,34
406480,171,26
454120,180,9
403700,183,9
434500,176,26
434280,179,26
440340,149,17
441760,153,17
464480,173,17
477060,170,26
460300,192,9
425820,191,26
440300,176,9
448560,187,26
455480,184,26
482460,169,26
485260,174,9
451940,181,17
447560,183,26
436860,197,9
471380,194,26
441020,175,9
475580,180,17
469880,202,26
438560,178,34
429520,175,9
450280,176,9
464500,168,17
456820,182,17
484040,182,9
469880,182,26
482440,180,9
432500,171,9
489180,193,17
433920,180,17
449280,182,39
453220,172,17
450860,180,34
428780,176,9
445100,187,17
488240,184,17
458280,158,34
442180,195,17
444600,174,9
471940,183,17
460380,184,17
430160,190,26
471440,175,26
479060,178,26
472880,188,34
448540,179,17
486020,174,17
433060,192,17
455720,199,9
464220,176,34
464880,181,9
455280,174,17
475120,199,17
451280,174,17
439480,174,17
431000,179,26
462160,178,26
502640,164,9
450660,173,17
496660,171,9
459820,175,17
458760,182,39
456540,179,17
470720,185,17
463240,182,17
438140,196,9
489140,188,17
466940,176,9
454180,180,17
472540,157,34
472560,164,26
494100,173,17
468680,187,9
445820,163,17
465800,179,17
480780,187,34
501120,179,9
450220,181,9
542740,183,26
478560,167,26
480500,182,26
459040,179,17
488420,180,9
529840,192,26
454500,175,26
441040,175,9
453000,184,26
454820,180,26
479180,171,17
451200,187,9
459760,193,17
471860,191,17
450140,171,34
462540,181,17
459000,185,26
441640,176,26
466420,176,9
481760,189,26
430380,168,17
452420,178,17
535220,194,26
452640,191,9
442800,190,9
470980,180,34
499160,177,9
456960,174,26
462180,183,17
497600,191,17
457520,175,26
444400,184,34
496400,189,26
460700,179,17
468140,182,17
497020,188,17
479040,188,34
467460,185,17
475100,177,17
538040,186,34
446540,175,17
453200,171,26
442700,188,39
449060,179,26
447920,175,9
474980,199,9
463320,175,17
458420,175,34
434980,182,9
518260,183,9
479700,180,17
444240,184,26
437800,178,26
579460,191,9
491660,203,26
474680,190,9
481760,189,17
472580,161,39
454780,191,17
470480,188,17
498560,198,9
462620,181,26
456840,177,39
509640,181,26
476420,183,9
479860,178,26
498720,192,17
467300,197,17
484840,190,17
473180,171,9
457220,197,34
475340,190,34
515760,179,26
452440,191,26
463720,187,17
453320,194,9
490940,196,17
480100,195,9
469180,180,34
542380,199,17
479760,188,9
456300,172,9
512060,177,17
445780,194,9
475280,179,17
452020,190,34
483280,186,34
474600,184,26
470020,187,26
494520,176,26
453860,192,34
451560,185,17
499180,195,26
462860,184,26
443280,178,26
453040,189,34
478340,190,17
437280,192,26
466280,193,17
495980,190,26
441720,195,17
473300,182,26
465120,184,9
459880,172,9
453660,178,17
443900,178,17
498440,173,9
465300,205,26
457100,194,17
503900,193,17
471740,181,17
470720,172,34
518620,184,9
449220,172,34
481100,171,17
458280,184,17
497140,169,9
463980,168,17
474020,180,26
503420,174,17
448920,169,9
498840,192,26
496660,185,9
474860,199,34
460900,192,9
458080,186,9
506580,184,17
460640,184,26
468220,175,9
510600,184,9
482040,191,17
526980,207,9
525360,180,34
483720,197,17
452680,196,17
491960,193,26
452860,183,17
474380,197,17
492440,200,17
486540,189,9
468160,189,26
473180,191,9
493460,184,9
463800,169,9
453100,192,17
487360,198,17
455120,193,17
488920,218,17
503860,192,39
532880,186,9
515380,196,26
474900,174,26
537000,192,9
482380,183,9
472400,189,17
508620,184,17
488540,182,9
505580,188,26
524820,166,17
456520,191,26
491240,207,17
478400,175,9
484560,173,26
520580,188,17
464520,189,26
534380,181,26
457180,193,9
452240,195,34
486980,186,26
439980,199,9
477900,185,17
470860,180,17
476400,186,34
484420,181,9
477220,191,17
505700,194,9
478820,182,9
469640,200,17
504740,201,9
449420,195,26
485120,198,9
580100,192,9
524720,178,17
469320,196,17
526120,187,17
465940,179,34
481700,195,17
492100,194,17
492960,176,26
514040,178,17
491100,208,26
505860,195,26
459880,192,9
475820,191,17
475380,198,26
482600,177,26
503100,183,17
480700,195,9
503600,220,17
481200,192,9
484200,198,9
496380,181,17
499800,188,17
466880,184,26
525720,202,9
463520,190,9
495200,184,17
516740,182,17
485620,185,9
517120,181,26
514720,195,17
503000,179,39
483800,172,9
465560,181,9
519640,191,34
473360,209,9
478680,178,17
509020,182,9
505280,187,9
461860,199,26
504940,196,26
521260,186,26
477480,181,17
502140,171,9
466760,182,17
483000,198,9
498260,174,9
553660,190,34
488980,199,26
512300,180,17
480320,190,34
506140,182,26
480480,195,17
525560,201,17
532380,208,17
503960,174,17
496920,182,17
484940,180,17
461900,193,34
541800,198,17
500460,192,9
527100,196,34
533540,184,9
481300,196,17
508340,185,26
484120,191,9
522200,202,17
530440,187,17
486720,205,26
502940,185,17
482060,181,26
467300,193,26
552200,186,17
494340,177,17
535900,185,9
524200,193,9
491740,190,17
510380,205,26
514820,189,17
504780,216,17
478840,184,17
477400,174,17
482340,184,17
497100,170,9
516880,207,34
521940,201,17
467500,194,26
489640,174,17
481920,178,9
464120,209,26
453500,208,9
537680,197,17
459300,168,9
449540,191,17
508780,186,34
448540,183,9
501340,191,17
493720,182,26
475020,191,26
470940,193,9
493120,204,9
481860,197,9
433520,205,17
494180,192,26
495220,203,9
469640,181,17
500780,183,9
453720,188,9
467820,197,9
499360,201,26
486140,207,9
470640,190,17
551360,200,26
577120,184,26
496580,212,17
515100,188,26
534640,182,17
479380,184,34
558600,183,17
517600,215,9
508800,203,17
514100,194,9
524800,190,17
524080,187,9
614120,184,26
524280,206,17
544500,181,9
552420,199,17
538400,199,17
503300,200,17
548860,210,26
517100,213,26
548560,202,26
562180,193,17
547200,202,17
476060,193,9
568700,193,9
537960,196,17
515380,200,26
527880,184,9
525020,207,26
550220,192,26
542820,195,26
525980,180,9
635700,192,9
527580,194,9
506480,172,26
541440,206,17
489980,193,9
517560,193,17
519460,197,17
507780,204,9
530300,203,9
541540,207,9
497520,193,17
542120,187,9
522540,197,17
520420,197,9
552620,185,26
521760,190,26
519540,193,26
520280,183,26
484200,185,26
556480,199,9
568100,193,34
550840,204,17
541460,188,17
559200,209,26
498380,193,17
590560,187,17
561660,222,17
534780,195,17
518540,201,9
591180,212,34
492620,185,17
579480,212,17
534900,199,26
501440,196,34
567700,207,17
512280,204,9
526360,207,17
608440,211,26
529040,191,26
538200,189,17
552080,202,26
549440,192,26
515980,205,34
611620,212,17
521140,206,26
590000,200,26
525420,185,9
552300,199,9
535200,189,26
545780,193,9
536740,190,17
538600,194,17
519140,189,9
504940,198,26
584200,186,26
520940,191,34
499820,189,34
597200,181,26
540300,207,9
530620,204,17
674760,200,9
569720,178,34
524540,201,26
581920,208,17
571600,216,26
596720,216,9
549320,197,17
614960,220,26
566420,186,9
521220,188,17
578800,208,17
536220,208,34
539260,188,17
603020,208,17
521100,209,9
509860,188,39
595180,186,17
572320,201,17
545700,192,34
625120,190,17
544240,186,17
520500,181,26
598680,206,9
558000,215,34
553700,214,17
586400,196,17
630620,205,9
626600,188,9
583320,205,39
585360,196,17
574040,203,9
549960,212,17
539500,209,9
570180,203,26
548400,213,17
498580,185,17
555160,199,26
535640,203,17
578460,194,9
613760,201,39
519280,201,17
562600,208,26
597820,196,17
591720,204,17
575200,195,9
556000,213,9
545480,205,17
558400,194,17
558580,203,39
533020,201,9
561560,182,17
532040,194,17
568860,187,9
526320,213,9
540380,200,34
548680,198,17
506680,197,17
556780,215,9
558740,194,26
532060,213,17
530700,200,26
565500,214,26
572100,197,9
555180,218,26
506980,196,17
533480,214,9
560260,192,17
546920,212,17
539000,203,9
550500,171,9
499300,206,9
525060,204,34
618780,227,17
547140,200,17
570840,194,26
581020,212,17
566800,206,9
605140,207,17
609100,199,17
560700,207,34
532200,202,9
545240,217,17
566540,188,34
586080,200,17
561380,179,9
565860,221,17
551780,195,17
519960,194,17
599660,193,26
501700,201,17
598860,201,26
592040,201,17
539460,197,9
539240,214,17
578760,199,17
526560,211,17
538440,196,17
533740,199,17
527800,200,26
544560,207,17
558880,193,9
543360,211,9
566800,198,26
516820,200,26
513920,201,9
577920,232,17
539460,206,17
555900,213,39
594740,202,9
576360,189,17
585940,204,17
598540,217,26
592540,229,9
559580,183,17
616160,191,26
591560,197,34
530380,190,17
551620,210,9
572280,204,17
550860,195,9
533280,210,17
591000,199,17
541320,208,17
567840,209,9
592780,208,9
526980,205,17
575380,199,17
541520,210,9
537860,201,26
532400,196,17
545960,181,17
562440,200,9
545140,218,17
764440,195,34
541220,211,34
561860,200,17
539100,202,9
537300,188,9
542260,198,17
532940,205,26
591660,182,34
515620,200,26
525880,205,9
555680,211,9
602540,195,34
547640,220,9
560560,200,17
521180,215,17
569840,202,26
597320,206,9
532120,193,17
597100,191,9
517220,200,17
526140,195,17
559180,191,17
626400,205,17
603060,207,17
532300,218,34
570560,208,17
553880,207,26
553640,196,17
542620,193,17
549940,198,9
517160,219,26
515000,215,9
541920,203,26
557400,188,9
581020,208,9
564780,207,17
546740,211,17
588900,221,17
639140,190,9
546760,195,26
558440,191,17
517560,215,17
572020,197,26
531600,207,9
559460,199,9
571800,209,17
563600,208,17
571340,215,17
561640,191,17
559700,204,17
587580,199,17
546440,208,62
562180,199,17
586600,205,17
536520,194,26
605580,216,17
615560,218,9
575060,209,9
550960,199,26
533360,218,17
564560,211,17
571780,215,17
554400,206,9
522720,207,17
579820,195,26
544500,199,17
608540,177,17
568120,203,9
518520,222,9
590800,218,9
563580,214,9
559080,211,9
524680,177,17
564580,213,9
535000,192,17
523720,180,34
592760,208,34
571680,199,9
572800,220,26
562360,198,34
545220,197,39
548160,219,9
568380,205,17
581320,205,9
549680,189,34
558900,183,9
555860,223,34
570920,221,26
548000,228,26
560920,211,17
576820,213,34
548080,193,26
538900,185,9
605360,225,9
558240,204,26
570500,220,17
629720,183,17
620840,185,17
606700,222,9
606000,210,17
570120,203,34
553140,206,17
557180,219,17
579600,203,26
595040,224,17
571160,220,26
529540,204,9
584480,203,17
576560,202,17
573920,204,9
561640,210,17
550280,210,26
633000,210,26
577680,198,9
612000,195,34
584440,214,9
550960,209,17
572320,202,17
555740,206,17
521760,207,26
590620,214,17
566200,216,17
578980,210,17
610800,201,9
564300,216,34
559620,214,26
578920,213,9
542140,219,9
599840,201,9
574000,213,17
602060,203,17
639660,188,34
594940,219,17
788360,202,9
583380,224,26
564040,199,9
586100,220,17
615880,218,17
576780,207,26
580460,216,34
592300,222,62
572580,213,34
574540,220,17
552780,203,26
587460,231,34
556420,218,17
565160,201,17
648300,209,17
637460,207,17
632700,208,9
577960,205,26
579460,207,9
606960,191,17
573920,207,26
552660,201,34
590820,186,26
544580,203,17
616500,211,17
537540,209,26
649860,218,17
653940,207,9
601400,202,26
612880,210,26
636980,215,17
623360,198,9
646660,195,9
627080,212,9
614140,205,17
658400,210,17
693740,208,34
718840,216,17
623300,213,9
648140,223,17
654660,208,9
600240,203,9
639260,217,26
621000,182,17
646100,220,9
621540,202,26
610620,209,17
650840,200,9
710700,203,17
623040,209,26
660900,224,17
677480,219,9
669280,190,39
676220,212,17
634460,203,17
637380,216,9
675920,207,17
658560,214,9
642240,203,9
669160,207,9
642140,207,17
679520,211,17
663780,203,9
653880,216,17
703880,223,17
626860,225,17
660940,214,17
688140,215,17
655820,191,17
724060,201,26
670240,213,17
702360,210,9
679940,207,26
672200,202,17
676740,197,17
646480,228,9
605340,218,17
737320,216,9
666380,209,9
672720,203,9
635600,226,17
684320,219,17
703260,230,34
660880,226,34
647500,230,17
632720,229,17
649660,203,9
684920,199,26
680680,218,17
677520,206,17
681080,212,17
648180,207,17
717100,226,26
684220,221,26
646360,210,26
671460,197,17
621680,210,9
675100,213,17
696520,204,26
621400,189,9
659560,200,34
661880,221,26
679640,207,26
672680,210,9
635240,210,9
671520,224,17
666380,200,26
676560,223,17
690560,206,9
684340,211,9
692460,221,39
721620,219,39
689900,190,17
782600,213,26
738800,222,17
694220,236,17
692860,218,17
674880,220,17
648660,194,17
628460,215,26
693260,225,26
649640,217,9
675480,216,26
655560,203,9
648100,213,17
664760,216,34
650360,207,9
677020,222,17
651800,206,26
716280,206,26
647820,208,9
685420,220,9
649260,206,17
651400,241,17
691800,217,9
638320,204,17
650320,194,34
650480,211,17
654600,215,9
718000,217,9
665860,227,17
704460,221,17
681680,218,17
648200,230,9
704080,230,17
697140,194,26
645680,203,17
723620,236,17
700580,211,39
682420,223,9
635160,199,34
659820,218,17
656660,191,17
666760,200,34
660320,207,9
691180,212,9
629600,210,26
671620,204,17
626020,208,9
660200,193,9
673740,211,39
679480,211,17
671880,203,17
666160,235,9
620240,207,9
679260,204,17
644320,219,17
779300,220,17
744840,211,9
742800,214,17
686220,228,17
665720,213,17
698040,224,34
658060,210,26
705820,228,9
762220,205,26
673560,224,17
696700,225,17
643860,224,9
638580,217,17
678540,224,34
687640,226,17
664000,208,17
681300,214,26
776340,232,26
951460,207,17
639700,207,17
675300,212,17
704180,225,17
697900,201,26
672060,219,17
685960,234,17
706640,197,9
707840,209,17
702540,226,17
715840,211,9
664200,212,9
687840,214,17
732900,210,26
748860,218,9
736080,233,9
699000,214,26
679260,207,9
709360,213,9
685660,214,9
719400,217,9
718600,238,26
641320,223,9
677060,232,39
661700,203,17
640200,233,26
701120,212,17
675340,232,26
690440,219,17
644280,222,26
698360,233,9
735060,215,9
656160,188,9
695160,217,17
674040,201,17
658020,237,26
677580,200,26
653400,215,17
699660,238,26
660600,229,26
681660,198,9
696140,219,9
736320,244,26
808480,229,9
736400,240,17
642880,202,26
708780,202,26
667420,198,9
694320,216,9
783800,224,17
754180,210,9
775020,227,9
686680,229,17
670900,221,17
664200,219,9
702840,222,17
689360,220,9
702220,211,26
631720,231,9
706320,211,9
665720,217,9
656820,213,17
685960,234,17
692700,229,17
668060,214,26
661880,230,17
709700,216,26
687480,233,17
724580,202,17
670480,217,9
650520,207,26
740420,236,34
660960,209,26
660460,218,9
666740,226,34
734780,211,9
710800,226,17
696280,212,17
651360,216,17
741400,221,17
673740,215,17
714040,224,26
666960,211,34
716280,208,9
707520,230,34
689600,212,9
735140,234,9
650440,222,17
704420,216,26
702980,223,9
701540,224,17
685840,222,9
653560,207,17
730820,192,17
715660,204,17
649220,215,17
704000,209,17
708620,209,17
700080,219,34
696580,226,9
692560,226,34
701880,213,9
685160,216,17
696160,216,17
671940,218,9
721820,230,17
715700,215,9
718180,229,9
813400,214,26
714600,243,34
716100,201,34
732260,226,26
674920,225,26
687320,208,26
705400,226,26
722700,219,17
738920,213,17
669160,220,17
663100,240,17
704020,244,26
697120,217,17
661680,212,17
679480,232,26
688420,216,17
721520,199,17
723780,226,9
688600,239,17
684300,213,17
704100,214,26
744240,222,9
709880,201,17
730360,214,17
693000,220,26
701800,225,9
726080,218,17
696160,229,17
700340,212,17
646240,223,26
738380,214,26
691040,233,9
736100,225,9
765280,238,9
801100,223,17
728400,225,17
690220,229,9
708120,203,17
695920,237,17
680200,220,17
678200,230,17
704760,218,17
692060,227,9
714740,217,17
693880,247,9
733740,223,34
696120,236,9
734800,225,26
701200,207,17
669820,218,9
696220,219,26
779840,222,17
708700,214,34
675240,216,9
698060,237,26
660120,221,34
696360,209,17
703280,232,17
698180,231,17
696260,232,9
707300,231,26
682220,211,17
699900,229,17
673080,232,17
693300,227,17
741020,222,9
730840,240,26
713060,224,9
688500,204,26
718680,232,17
716340,221,9
702660,232,17
725280,220,26
699660,224,39
705560,205,34
728460,217,9
712580,224,39
708800,244,17
727600,221,9
733160,223,26
708460,228,17
680280,205,9
712880,239,17
694800,241,17
704060,239,17
703720,205,9
692560,223,17
676420,226,17
657660,218,26
697140,221,26
681860,229,9
732040,229,26
761740,218,26
664520,241,17
664980,224,17
645560,220,26
722340,218,9
709020,240,17
631760,226,17
696920,212,34
697640,216,9
688100,226,26
711000,216,17
681320,223,17
713560,234,34
734440,208,26
726760,222,26
686440,225,9
661200,229,26
715040,206,26
710220,216,17
680880,234,9
688300,227,26
674620,214,26
709820,221,17
650720,232,17
654400,203,17
739080,231,9
764140,244,9
818360,201,26
792720,228,26
875620,220,17
824780,218,26
853380,244,26
856380,244,9
785320,241,17
875100,239,17
786640,229,34
782300,214,26
723400,234,9
795200,231,17
730480,223,17
710640,215,9
750740,233,9
790060,242,39
802860,234,34
746200,224,26
779420,220,26
742380,222,17
779020,227,9
777260,216,9
794560,242,34
749600,204,17
737420,212,9
781540,228,9
787740,202,26
760940,232,17
742560,246,9
812580,229,26
732300,222,17
711000,233,9
829140,233,26
781060,217,17
740060,231,17
709720,224,26
786120,223,9
813180,229,17
818480,223,9
754200,217,9
725420,218,17
751980,207,17
768560,217,9
797600,204,9
783360,220,9
770760,242,9
735920,245,9
778200,236,17
766240,236,9
811040,234,9
789440,224,51
766300,242,9
780040,225,17
789600,246,17
743100,243,26
729900,220,9
797800,240,17
716420,229,17
743880,232,17
781260,251,9
845740,240,17
810600,210,17
773380,211,39
767760,239,17
770040,221,17
820940,229,26
742080,237,17
775960,207,9
747920,245,17
845860,233,26
746280,219,17
755060,217,26
750020,255,9
792880,233,17
730220,221,17
775060,229,9
743420,228,34
725680,223,17
822360,237,17
719520,220,9
774700,208,9
771620,235,17
802140,241,9
762460,229,17
783100,229,26
768300,232,9
771380,240,9
683260,204,17
776980,222,26
870440,247,17
761480,243,17
909680,221,9
782760,234,26
773860,237,26
750000,207,26
830120,215,26
780060,244,9
881640,208,17
780540,240,26
808300,245,17
793540,224,9
783020,244,17
824440,218,9
786440,223,39
821000,248,17
848800,221,17
927720,224,9
812800,228,9
1024780,225,9
822680,226,9
814400,237,17
815160,235,9
788680,245,26
739480,235,17
787740,230,26
756440,218,9
827960,234,17
858380,224,17
792080,222,17
784380,235,9
741000,236,51
771620,222,17
723980,246,9
770220,227,9
763820,251,17
794460,222,34
730720,235,9
734920,239,17
987500,243,9
759600,214,9
787840,219,26
797200,236,17
791380,239,26
753180,236,9
761240,217,9
741020,242,17
792040,229,9
759240,243,9
825340,242,9
783780,229,9
759860,237,17
794100,223,9
766660,220,17
800580,219,9
799940,245,26
810620,242,34
794520,240,17
848600,228,26
748720,221,17
782340,220,26
733460,241,17
821300,241,17
754660,229,26
816420,242,17
809660,233,17
798880,223,26
734500,213,9
761220,238,17
799040,217,34
814620,243,17
793380,231,17
788340,233,17
805160,232,9
885360,243,34
852860,251,9
798260,241,26
806120,249,9
801120,222,17
800460,245,17
765140,244,34
808800,229,34
829760,218,26
792640,236,9
842940,217,9
800200,247,39
779800,235,26
771080,213,9
792720,231,9
765320,222,17
765980,245,9
738240,232,26
796540,236,26
766860,253,17
800560,232,17
757660,232,17
793720,226,9
771060,239,34
765280,219,17
805900,220,26
809200,248,9
828980,243,17
794380,233,34
801260,240,26
788380,228,17
819880,208,9
785780,250,26
778580,236,34
771160,235,9
837060,240,9
790940,236,17
800160,237,26
767900,229,9
804960,225,17
818560,244,9
793740,228,9
816240,224,17
781560,241,17
850760,231,17
804000,227,26
775840,235,17
757980,237,39
820820,227,17
795040,246,17
830360,215,17
792660,226,34
833680,238,9
820960,231,17
794360,235,17
764760,254,17
774920,233,26
786000,225,26
807140,245,26
771740,229,17
773540,233,39
782660,236,17
800080,238,34
828760,230,17
795160,228,17
783780,247,17
896120,253,26
843660,239,9
857380,240,26
810380,240,17
901120,238,17
854340,221,17
834200,247,26
889300,222,9
954900,229,17
869320,230,17
812740,240,17
855400,239,17
900540,229,26
843780,243,26
869760,241,34
785220,259,17
861040,233,34
807560,253,17
807820,230,17
803660,224,26
758580,241,17
835480,248,17
853580,237,17
801180,236,17
899160,230,17
847480,245,17
844620,250,17
840140,230,9
808240,238,17
884760,257,9
807040,243,26
834960,244,9
787780,257,9
824420,249,17
777120,249,26
814080,248,17
764180,249,17
833060,225,34
794680,232,17
867880,247,26
751620,232,17
803060,240,34
782980,247,26
815720,237,34
761500,230,39
824400,248,17
773680,244,34
791880,248,26
840060,237,26
827420,236,9
834640,268,26
806720,221,17
803780,224,17
855960,246,17
857480,249,26
822900,235,17
821520,222,9
857420,230,34
927780,250,9
829540,232,26
922120,234,26
805360,243,17
885740,249,34
840960,231,9
808980,243,17
799680,241,26
753880,238,17
823380,264,9
813880,235,17
840020,231,17
837020,245,17
807920,225,17
804380,253,17
825500,240,26
812980,224,9
875300,231,9
838920,243,26
838700,236,17
947560,242,26
911900,234,9
841160,218,39
912500,227,26
797900,253,34
740220,229,17
768980,232,26
866980,222,17
875760,240,17
818480,251,26
768340,239,17
779040,240,26
831700,237,17
756280,251,26
825880,243,17
895520,230,9
869540,240,17
829860,249,17
878080,238,9
862300,253,17
887620,250,17
825000,240,17
938520,237,26
960080,245,17
866780,212,17
800080,252,17
874260,227,34
860860,270,9
892300,246,9
958360,261,26
859520,257,17
919440,237,26
854200,209,17
838440,246,26
962580,232,26
854260,238,26
978760,243,26
837580,259,26
886980,250,17
826520,215,9
795300,233,9
865400,271,17
818100,245,9
853540,227,9
934780,234,17
859260,244,17
851780,244,9
857260,237,26
826820,236,34
891240,229,34
825240,230,17
864360,247,17
921360,241,34
860100,234,17
876720,255,17
884720,249,26
752060,214,17
864520,229,39
827840,234,17
892660,252,9
826100,242,17
859800,246,9
830280,257,17
827240,233,34
795600,237,26
808480,234,26
839020,225,9
996420,249,9
981920,251,17
985180,240,34
876580,249,9
886540,251,17
919780,257,34
822320,208,17
954120,239,9
921780,240,34
984680,227,26
933340,240,17
973460,230,26
963460,237,17
1053940,230,9
1296660,244,9
1004000,248,9
982820,244,9
933800,238,17
893480,250,17
1012380,241,9
917060,237,26
956320,234,26
979640,237,26
908720,238,26
867040,226,26
880240,240,17
845740,223,26
943860,250,9
886740,231,26
951320,242,9
893800,231,9
934960,238,26
945480,253,9
970940,265,17
869580,243,26
989040,242,17
951500,255,26
919300,253,26
966000,244,26
962900,246,26
950260,245,17
1008840,241,9
891600,244,9
908000,221,17
942080,251,17
1041240,251,26
942980,245,17
951700,244,34
1025260,244,34
935000,263,17
956380,237,34
939460,259,17
950680,224,17
964220,253,17
1112040,257,17
966300,231,39
1042420,241,26
1073780,260,26
1036360,235,17
1072800,250,26
1004820,230,9
906880,240,17
976200,249,26
932840,223,9
997160,249,17
952480,248,17
964020,245,17
968160,243,9
1027200,250,9
964520,254,26
1077160,246,26
999120,220,17
1009460,252,26
976500,229,26
948400,240,34
894000,236,9
953740,240,9
977120,242,26
993860,264,9
925620,244,34
937240,242,17
983700,233,34
970740,236,17
999720,251,39
1016000,244,17
945460,240,26
1089740,249,34
1156780,245,26
1020220,233,26
994760,235,17
972500,237,34
938240,260,17
921500,245,17
948440,213,17
1058940,237,17
1001660,225,9
1067580,236,17
928760,239,34
969300,230,26
949180,272,26
965740,247,9
910240,259,26
951760,247,34
985500,241,26
1108920,264,26
918280,233,17
1011480,240,9
956380,253,17
1009140,235,9
1026460,251,9
1176720,248,34
1098360,243,26
1008060,235,26
949160,242,17
992860,250,9
910420,237,9
910760,257,17
979940,257,17
1009820,249,17
1085400,249,26
999540,240,26
1033960,239,26
1057300,255,9
1055380,257,26
947680,241,17
974300,252,17
960500,255,39
993180,248,9
978240,247,17
1003680,253,9
921320,263,9
962900,244,26
918120,249,17
1046960,255,9
953280,257,9
1036900,254,9
992360,245,17
1091940,241,9
961400,258,34
1005040,254,9
1024120,257,9
1002520,237,34
1004820,235,26
983800,240,9
961000,237,17
930560,229,9
955980,230,26
999680,246,17
998780,257,26
985420,238,17
1001800,264,17
917300,236,9
1076600,245,9
905940,246,9
900320,263,17
977960,256,9
934820,237,26
979840,256,17
981720,251,17
972160,249,26
898660,254,17
935800,243,26
993120,251,39
941460,252,9
1010800,248,26
976580,245,17
999380,249,17
972740,268,9
1010420,257,17
952900,236,17
962300,258,26
1015840,257,9
973660,247,9
911700,258,34
973680,238,26
970820,235,9
975840,261,17
1011520,262,26
927860,248,17
1002740,234,26
994800,254,39
963940,251,34
1022800,244,9
1004380,253,17
908440,237,9
957280,256,17
987520,262,26
980640,240,26
983200,249,9
950020,233,17
945720,255,17
993980,263,34
958360,247,17
1012320,243,26
952920,234,17
973940,250,9
975200,247,34
996680,250,34
945620,250,17
961920,257,9
929460,257,9
982700,258,34
946760,240,26
999520,267,26
934800,240,26
944760,261,9
947940,245,17
1086840,275,34
935460,251,17
921680,229,17
968000,253,17
974980,243,17
1021860,257,17
1033740,278,17
966140,229,34
964140,240,17
964500,249,9
1010860,243,26
928100,246,26
1024100,251,26
975400,250,17
943180,260,9
921660,241,9
960080,244,9
961540,262,17
941760,232,17
942660,251,9
988400,225,17
984660,264,9
997280,269,9
933820,243,17
1001680,253,9
967200,257,17
1010820,259,17
971440,245,17
1018840,249,17
1025920,247,9
986080,251,9
923600,260,9
998520,253,9
919580,238,17
935180,254,9
1006040,249,17
979200,227,9
998080,256,34
1010740,275,17
997580,229,26
967060,253,17
1020040,269,34
993240,268,51
978360,250,17
966560,257,26
1109420,255,17
1001200,264,26
981720,248,17
998460,256,9
1060860,257,34
991720,261,26
962640,259,17
950060,261,26
1022080,235,17
1070040,258,26
1018000,239,9
952540,237,34
993720,260,9
974060,259,26
1010740,253,17
948460,262,39
943860,246,34
990060,270,17
986000,249,9
992740,235,9
987160,241,9
970800,245,17
1033320,258,17
976720,239,17
980060,250,17
949100,248,26
975420,279,9
925960,244,9
989040,261,17
950240,233,9
973680,247,9
964200,232,26
985060,243,26
1010820,254,34
976400,258,17
1081700,246,34
988740,242,17
919880,253,9
996200,255,26
1000700,273,9
987720,241,17
936460,258,9
981600,261,9
1041900,227,17
1038100,249,26
1079180,238,17
1009600,268,17
933140,254,17
904140,265,9
972600,292,17
1001580,257,26
958420,249,9
954880,245,26
1054800,247,9
1019360,257,9
965320,270,17
972040,261,9
977540,268,17
1009660,255,9
1025320,239,9
998440,244,17
1034200,249,17
981620,259,9
955440,270,26
1002380,248,17
1004980,252,9
974880,246,26
1043080,252,26
937600,257,17
1048220,242,9
959380,263,17
993520,282,17
944180,243,26
1018940,264,17
996040,266,26
1054360,259,26
937400,267,17
996500,274,9
1011180,253,17
1037920,256,17
1003240,266,34
1011040,268,34
1002480,278,17
979680,271,17
957840,262,26
991260,248,17
1001040,250,9
983680,254,9
